mfcc6_mean,mfcc3_mean,chroma_stft_var,mfcc5_var,mfcc4_var,mfcc4_mean,mfcc1_mean,rms_mean,mfcc19_mean,mfcc6_var,genre
5.2086844,-1.0539554,0.09142843,414.67288,462.851,30.342531,-108.88216,0.123484984,-5.590588,172.3832,hiphop
15.310273,-37.183964,0.08524043,93.34085,69.60231,64.961,-91.973854,0.13415708,-5.2371025,114.34288,blues
6.010323,-3.9211323,0.080384254,172.96208,263.2942,28.041418,-93.02511,0.09540036,-2.9778192,83.47918,rock
2.970147,10.489526,0.0800114,101.82802,116.11681,24.155104,-159.95465,0.05008352,7.609124,74.86068,jazz
1.0455807,39.06322,0.094992116,119.11547,123.89868,28.632921,-298.6928,0.049198102,7.2286243,137.60417,jazz
10.257425,3.6523423,0.072428755,70.697914,97.37561,28.9825,-39.688206,0.12480293,-0.47583094,44.865765,rock
5.4895883,5.308175,0.08453148,71.52398,118.033745,41.9056,-170.04694,0.06470121,-5.65907,58.497684,jazz
8.116199,-21.47815,0.09279758,66.94564,132.22214,49.033142,-246.89706,0.08445955,-3.7816815,49.580544,jazz
23.48335,-34.02536,0.086854264,151.77989,228.97688,42.504063,-134.94438,0.07965436,-1.9166954,114.14145,rock
19.99518,-23.375595,0.08061704,88.7678,131.45584,59.275616,-162.15532,0.072275944,-6.8949184,58.29165,rock
21.230253,-18.771215,0.097470045,198.58974,112.79144,51.4184,-270.49124,0.061377876,-1.1637794,34.49943,jazz
27.03653,-11.277785,0.08137734,81.808846,58.623306,58.759808,-133.45622,0.08720575,-7.832101,56.873657,rock
19.33622,-15.992944,0.091358006,57.710236,75.2471,44.776234,-206.15187,0.051008843,-5.7699585,50.52687,jazz
28.856714,-27.757437,0.08981708,48.376305,99.95134,52.1792,-163.13857,0.10185413,-4.2544136,66.707405,jazz
21.936543,-48.20818,0.07524905,76.49578,114.17184,53.03073,-134.31526,0.073719665,-12.714847,80.94466,rock
5.1531754,1.4641142,0.08666162,91.48785,108.1481,36.036564,-181.3516,0.0493614,-1.6073601,57.722416,jazz
7.5587344,-1.95829,0.08777815,97.143,267.4033,35.30143,-90.63241,0.10683968,-2.7146275,120.14916,rock
6.00951,-16.510658,0.08650545,125.38939,229.42447,16.33462,-161.93687,0.060660385,-2.0157468,95.48051,rock
0.14373435,19.317924,0.08666509,48.09249,70.42049,28.34205,-222.06833,0.057964236,0.5764315,46.623608,jazz
31.24532,-14.9683,0.082699664,73.57583,84.205444,53.216995,-133.07527,0.07992649,-10.527621,92.71596,rock
19.638895,-0.5352166,0.09678456,136.5269,175.07915,52.21343,-154.78493,0.14360413,-4.45635,92.9319,hiphop
36.81138,5.63452,0.08612377,96.951096,99.307495,72.16437,-167.33485,0.09354846,1.994306,38.438553,blues
21.732382,-43.792213,0.085538596,200.99017,416.13443,61.462498,-106.83398,0.12034482,-3.8916159,116.479515,blues
25.34269,-18.81513,0.07868727,56.96587,34.342068,42.87581,-378.73932,0.010497971,1.705409,37.40683,classical
8.24295,-4.910686,0.08929516,164.78311,321.49634,18.814867,-177.24545,0.1006324,0.42608628,146.48062,hiphop
-1.0786003,14.338816,0.08435506,229.49992,342.3053,15.414863,-149.81313,0.079299934,-3.5761278,127.63811,pop
2.058277,38.990677,0.08891734,168.58841,332.3938,20.30087,-89.17134,0.17175403,2.110466,180.60211,pop
26.250801,-12.223618,0.08972592,306.78003,261.4704,39.19354,-187.2224,0.091273345,1.1005211,217.74814,hiphop
23.849693,-32.31882,0.08530486,142.60718,82.77912,38.752373,-81.69358,0.14672318,-4.6838255,59.177643,blues
29.63167,8.526922,0.095058195,324.34314,316.32382,55.43802,-200.53708,0.102435015,2.0017052,178.59392,blues
0.30938753,6.6560745,0.09791589,189.87033,255.17647,27.793516,-89.06602,0.108547635,0.24622555,130.71565,hiphop
-1.5873113,-13.255004,0.08561901,55.729313,81.00895,34.059223,-361.34088,0.020607525,-3.2570755,35.324345,classical
3.5197573,10.523238,0.091155685,136.10817,200.49666,23.824736,-76.42144,0.14311934,-4.2019672,155.11472,pop
-5.584507,30.315874,0.08161838,93.83104,149.34589,4.6981664,-433.85043,0.03082828,-4.990299,66.93053,classical
4.5503855,20.482946,0.09768047,244.47939,447.51147,26.288355,-123.15585,0.14898878,0.40227062,222.69371,pop
28.639246,-29.676863,0.0833933,207.44106,205.62442,50.576077,-125.18068,0.11957023,-6.2323337,168.95059,disco
31.197054,-0.7684662,0.060717665,78.99246,223.18759,55.873405,-52.30135,0.17570569,-0.7654853,64.4713,metal
29.059029,-2.7871923,0.08513567,130.03154,203.21342,51.99905,-140.04744,0.08865885,-0.25174436,119.03377,disco
36.37456,-34.044834,0.07263957,55.76231,127.5885,56.56614,-36.462845,0.16055317,-2.6559467,68.18882,metal
34.884747,-37.46251,0.06712036,73.543175,111.43886,62.782925,-92.551445,0.09067817,-3.3443074,64.068985,metal
8.268062,-9.666802,0.082993485,188.42978,235.09346,17.954588,-103.86541,0.103906095,-0.7318714,146.30957,disco
31.240034,-34.27664,0.07005938,112.5866,146.5952,38.72319,-93.05368,0.08885481,-7.5935006,72.885605,disco
24.596514,-11.062402,0.08660372,114.42134,127.74795,39.65464,-165.99504,0.07319705,0.3675265,122.78055,disco
33.28779,0.49707606,0.09222973,266.99982,195.22607,46.60832,-247.05017,0.06837841,-0.6118373,220.2224,reggae
29.744654,-23.711407,0.08815764,111.070915,228.81812,47.37739,-124.95716,0.12736008,-0.75693476,124.511734,reggae
21.523506,5.588719,0.087323576,367.6432,272.55725,48.03893,-271.5023,0.06475485,-1.4869337,109.0726,country
-3.115327,-31.8735,0.08566372,259.17215,277.214,58.68003,-141.76715,0.08703755,-1.0477378,150.6608,country
13.524869,-21.718409,0.08843953,357.12897,315.11377,47.107655,-206.03113,0.07653651,0.5681529,277.1662,country
23.40042,-18.53664,0.087201744,225.48222,267.51233,49.84297,-168.81888,0.10509101,-2.0974948,151.58769,country
16.046265,-24.82817,0.084773816,191.984,268.51834,53.578293,-113.10198,0.12624371,-8.778724,136.39241,country
17.397972,-30.67592,0.0812622,240.07373,218.9434,52.722546,-117.23221,0.11071887,-4.7107153,100.29503,country
3.829199,-33.57978,0.08306573,122.39379,272.38168,42.604424,-177.21806,0.078754164,-4.268587,77.07184,country
22.491276,-15.995273,0.084711365,126.456314,176.51137,51.700222,-106.9055,0.1049307,-5.5737567,55.492302,country
31.316826,-19.680187,0.0892126,211.00839,255.62674,55.47909,-179.56276,0.08614989,-4.3479805,146.77219,reggae
29.50727,-4.6157,0.08520942,471.369,294.12268,46.47185,-254.98814,0.072736375,-6.4198084,180.43518,reggae
19.214533,-18.736631,0.09209525,140.09648,354.038,31.63794,-189.89891,0.061036516,-3.5032604,184.01991,disco
32.2551,-32.077053,0.07075751,116.42613,155.98372,34.25784,-73.87644,0.11736816,-6.5940514,78.01186,disco
-0.97149336,-18.48904,0.08523741,213.16133,270.87436,8.60773,-97.264244,0.11101038,-2.608827,149.06789,disco
23.690857,-20.294453,0.07278911,61.49689,96.23345,68.38496,-93.16545,0.0961374,-4.980191,69.21553,metal
22.650457,-33.39457,0.08312406,164.42473,413.6231,48.62193,-116.730865,0.079149246,-11.778712,130.36063,metal
20.083504,-20.803328,0.08209731,188.90698,186.51338,54.492405,-112.98372,0.112647265,-4.5244985,103.95943,disco
12.31049,-6.812774,0.08226586,171.41771,179.6481,32.196125,-153.81288,0.055866584,1.4061998,119.61789,metal
29.089783,-27.0161,0.089506134,111.70129,178.7239,37.15123,-119.35468,0.09709286,-3.9706416,142.92427,disco
11.119131,9.517531,0.08859207,244.19312,418.21454,16.554218,-93.94177,0.17592047,1.35985,240.61755,pop
-2.1336474,31.024988,0.09006698,170.69954,184.61235,13.811386,-423.65518,0.029060222,0.6763139,95.5909,classical
19.468521,12.109739,0.080568895,217.9506,312.69244,36.349834,-96.66993,0.15480502,2.2311332,144.3137,pop
-8.768545,-28.582733,0.084474236,173.89427,228.04527,16.999249,-310.05804,0.04213766,-2.9006097,105.8391,classical
21.477367,-2.704487,0.092690736,327.9744,112.58601,28.533106,-251.35889,0.08418716,-2.4737868,91.52627,blues
27.065718,-0.259492,0.08606012,253.3573,303.21817,40.476074,-228.14285,0.07212219,0.95548505,150.81895,hiphop
34.81193,-33.990677,0.067842685,86.41279,133.65181,55.789448,-108.53962,0.08594519,-6.098679,79.17539,hiphop
26.405857,-0.46607465,0.091953985,192.34569,258.07175,44.051205,-206.95668,0.1105844,-1.0618012,297.17294,blues
0.8489365,-2.2523963,0.0860299,120.02643,192.38945,19.907072,-77.11758,0.13184787,2.537759,176.83597,pop
7.7517877,11.839301,0.091053665,203.35135,338.2199,8.11279,-83.14051,0.1391918,4.5413537,259.92886,pop
17.373383,-35.475536,0.08878144,127.343834,55.347813,41.384132,-288.52426,0.028606426,-5.6341076,53.344616,classical
20.416166,-16.93992,0.09550544,304.3994,162.10637,66.87207,-240.91205,0.08170818,-3.8547583,239.38487,blues
13.497055,3.9816563,0.089306384,264.7218,332.60202,35.888313,-118.96563,0.14965476,2.6579328,160.64285,hiphop
24.209627,-2.4109452,0.08672343,151.95549,220.24094,46.04084,-130.48755,0.120991625,0.87257874,84.25529,hiphop
38.964592,13.432929,0.094368815,116.80331,174.18236,68.203545,-197.5423,0.08703038,-5.161159,63.63581,blues
21.039232,-12.039589,0.08817873,110.8095,144.19646,55.253193,-205.7544,0.045721974,-5.301932,141.69568,rock
-1.9759603,1.763992,0.07354436,77.450645,213.76546,11.665217,-117.08347,0.11057697,-3.5578923,115.1808,rock
-1.2948359,32.096916,0.08650172,95.421745,149.27255,25.69649,-301.3163,0.039486524,1.9965484,77.99078,jazz
-0.9463546,-12.662699,0.087583646,83.03888,141.63574,35.073273,-139.34613,0.06474434,-0.36443767,85.94099,jazz
10.200492,-20.203573,0.07996018,124.894516,195.51697,17.155891,-63.862797,0.11782922,-3.9869254,66.766304,rock
13.400046,12.169078,0.09171044,134.35127,111.489815,36.70421,-125.775055,0.12717088,1.8014553,64.94565,jazz
23.210695,-32.568104,0.07509861,79.3997,66.28854,49.462456,-150.90503,0.0692219,-7.650847,43.44743,rock
30.135612,-26.642042,0.08592355,127.47396,115.19072,44.648132,-108.56527,0.080174506,-4.076652,85.0847,rock
4.264389,-27.290758,0.09023267,143.465,108.06804,51.270046,-223.48433,0.08721697,-1.4087048,174.24028,jazz
13.730343,-16.126043,0.09057603,177.63754,138.49509,51.5071,-222.69345,0.07971213,-1.8912799,104.44988,jazz
18.015505,-36.27286,0.087325685,179.43938,390.9584,48.249527,-170.87553,0.06508086,-5.263078,135.7702,rock
20.06299,-50.41074,0.073752955,50.0649,61.922493,47.044785,-85.94046,0.0906778,-16.152975,35.793713,rock
6.349456,14.293015,0.08841789,54.43905,87.01305,21.250072,-74.923386,0.13355109,-3.8598957,49.163937,jazz
28.091537,-27.7571,0.08442621,81.75658,94.0235,48.35872,-110.01682,0.09548217,-3.9255254,61.201294,rock
4.8128953,-55.77573,0.082608216,121.831024,106.23595,79.2954,-185.97774,0.08314752,-7.7113676,66.98074,rock
10.147309,37.05697,0.087879464,59.683575,119.32792,21.318096,-230.06487,0.042192932,4.03873,43.48037,jazz
24.321047,-2.4369278,0.09029446,76.02362,100.70067,42.24081,-226.91327,0.06269736,1.6281432,77.20627,jazz
10.435004,25.091494,0.086961284,131.17567,133.62817,26.310308,-95.07815,0.117736556,0.19528578,77.05917,rock
-3.1901886,14.238552,0.0967081,316.50073,264.2783,19.166399,-143.37173,0.12044988,-2.4475622,249.84048,pop
3.1670935,27.094446,0.0899173,116.55665,227.44214,19.461357,-80.07101,0.1329201,1.3449572,163.95764,pop
-4.3166413,-37.72405,0.0846844,82.94059,83.40074,16.06771,-300.5582,0.027981449,-0.79378545,55.04385,classical
45.473877,-4.7852616,0.09250903,118.25897,111.244194,77.21645,-176.19255,0.09296193,-2.6652353,40.65917,blues
13.605725,31.914322,0.089399084,177.37433,211.74724,22.401756,-162.80287,0.09059492,-0.6589466,114.61049,hiphop
10.0207615,9.577327,0.08306401,219.94572,256.36304,25.08333,-112.71172,0.14319131,-1.2540572,109.68946,hiphop
27.73235,-13.831024,0.0898091,249.8588,281.2823,58.20119,-168.6886,0.105467565,-0.35343635,185.89146,blues
-10.804627,11.898799,0.08455224,97.07942,229.05812,5.726142,-479.783,0.016506074,1.8938974,117.66347,classical
7.7080374,11.857569,0.09112308,202.74797,337.24667,8.154755,-83.28053,0.13918923,4.450248,258.9843,pop
0.8706277,56.079926,0.085925676,49.118156,135.95833,11.114036,-467.51422,0.020023877,-3.2208066,49.61533,classical
-28.546333,-23.180126,0.10116179,458.85968,544.6341,-18.747528,-176.14502,0.116504,-4.982348,247.77455,pop
25.200312,-47.22374,0.080677874,73.1156,220.82716,41.332462,-71.95748,0.15231252,-7.7051296,51.021114,blues
29.708048,-25.607035,0.07354899,219.323,198.94551,55.996365,-123.775276,0.09181669,-4.113737,124.11636,hiphop
29.902779,-18.830912,0.0883585,199.86166,195.41502,51.325768,-130.64394,0.0873347,-2.4537833,85.11508,hiphop
20.483286,-2.0138605,0.091255374,249.5542,171.38661,40.04697,-165.39423,0.12956935,-3.0160944,144.54288,blues
31.0999,-23.896809,0.07135939,79.1765,57.207733,62.580357,-120.51348,0.14717357,0.77294534,45.82851,metal
34.36349,-32.93377,0.07410019,53.844658,190.92456,61.654495,-60.059258,0.14806052,-4.2835555,67.43996,metal
28.144972,-5.01149,0.09014371,242.54494,527.6688,37.42502,-179.4554,0.07617562,-5.810118,188.79166,disco
22.594355,-90.21425,0.0594886,127.38159,134.45363,76.76835,-95.43715,0.097531535,2.983392,70.67894,metal
31.527216,-4.60586,0.084330425,90.28541,146.40063,37.50907,-133.65051,0.08808213,-8.273117,74.97273,disco
35.074738,10.537347,0.088850036,302.15842,300.1829,41.8845,-258.84253,0.065557934,-3.3238688,224.11334,reggae
23.758541,3.618914,0.09985736,310.38147,536.8058,40.94,-199.30261,0.09698606,-2.6478627,192.55734,reggae
24.516775,-9.183408,0.080567665,75.06554,167.49948,42.373726,-109.426895,0.08855761,-10.795191,115.90209,disco
16.685171,-9.244132,0.08328413,173.02591,283.25967,25.540163,-102.17018,0.107753456,1.8068043,84.422195,disco
11.542679,7.486979,0.095028944,191.74316,247.8376,54.098553,-230.82367,0.04908517,-10.875254,180.7479,disco
18.712917,-14.198007,0.08672768,150.0286,181.10405,44.23271,-159.71635,0.101122886,-7.2500772,198.3099,country
7.5880847,-19.706934,0.08219265,168.94118,162.41039,20.602724,-114.33236,0.08062544,1.0712562,81.638504,country
21.318684,-21.797459,0.08402423,193.97307,213.68799,53.772263,-142.84866,0.13748954,1.3531966,171.25613,country
29.667147,-13.501052,0.084213,196.80719,177.80695,44.914314,-127.566055,0.11438931,-1.400018,136.52469,country
18.206968,-21.711174,0.084125906,223.60422,257.37506,47.679222,-103.65555,0.12064359,-4.025479,116.46565,country
16.818283,-24.25897,0.0911373,226.4284,210.30757,48.220303,-156.5292,0.12166814,-1.1691073,215.19328,country
11.627805,7.767896,0.08537969,113.91034,144.17813,30.35816,-119.81893,0.09669845,-10.412524,83.28031,country
22.971136,4.1047397,0.08412736,233.82445,126.63345,48.9266,-187.60146,0.104771286,-8.814051,144.96783,country
30.687857,-33.96651,0.07829176,98.728004,139.47589,53.17236,-122.747314,0.09714091,-0.2403478,84.512794,disco
-1.8884429,28.320938,0.08951909,191.68869,279.93436,24.712399,-153.19968,0.123725444,0.2758763,136.12186,disco
28.628876,-7.141808,0.0824718,90.564674,128.46974,37.70388,-135.25085,0.09181888,-6.4193654,98.00605,disco
32.072678,-9.433661,0.09746551,376.59332,386.29623,50.610317,-195.56248,0.101574935,-4.0898023,176.2042,reggae
25.877422,-16.359545,0.08437893,321.09146,489.54538,39.420685,-251.9134,0.057053205,-5.0237293,158.49425,reggae
31.549473,-24.828089,0.08210001,121.74244,163.27432,62.035908,-146.84106,0.07848893,2.8297644,161.18631,disco
22.60256,-23.440409,0.062111784,84.12928,143.30403,68.276695,-103.93651,0.08538469,-5.7380757,88.48291,metal
27.305927,-14.090898,0.08605917,334.27832,209.54576,33.339813,-94.72165,0.12592337,-5.800358,168.32104,disco
23.143162,-39.35959,0.075767696,103.879425,214.33151,75.51958,-134.43513,0.08629396,-3.7413335,104.903275,metal
31.028683,-23.239422,0.07499142,96.41997,165.78668,51.133453,-53.315426,0.14410073,-7.149816,53.022064,metal
13.411368,-34.091236,0.083336905,379.808,551.57306,47.72736,-222.59627,0.057650276,0.45267674,337.30933,hiphop
20.389902,8.707763,0.0958214,229.05833,225.78514,44.64085,-231.2156,0.1044644,-1.7192425,251.87979,blues
22.873095,-35.729797,0.08778205,155.41916,184.19101,38.38682,-98.437004,0.15022969,-5.8295026,111.73938,blues
29.359224,-21.409964,0.086129114,123.874985,128.17949,38.162903,-126.68864,0.08924312,-2.8193274,77.55944,hiphop
10.4956875,8.853856,0.0879805,264.0539,421.50073,15.001209,-93.37093,0.17340827,1.0481665,279.22235,pop
3.355862,-13.52458,0.089427814,142.76509,120.77646,19.321712,-311.17078,0.035872042,-5.860248,58.207745,classical
-1.1418772,16.539476,0.09006912,247.44911,403.85754,8.635016,-107.988655,0.13508558,6.309272,263.35855,pop
-3.4841914,-29.759947,0.08405836,59.85143,84.51111,28.980488,-244.97011,0.05319101,-1.8355393,29.717674,classical
11.210935,34.47794,0.09429862,253.8468,296.34412,26.127295,-119.41799,0.14808917,-2.8243122,184.14925,hiphop
27.016626,-35.56023,0.085209295,303.75983,328.07324,58.314278,-124.4353,0.1240329,-2.2669373,147.89078,blues
40.216076,-9.252699,0.08507876,88.102234,82.85681,47.99905,-130.20432,0.10137479,-4.415711,92.55029,blues
18.04367,-59.452595,0.087881595,71.40891,82.10572,33.8583,-302.94968,0.034684617,-7.5241146,84.96445,classical
8.831009,44.27106,0.08405989,226.46469,456.76547,22.546577,-161.12456,0.089959405,1.8943024,126.073456,hiphop
7.260904,8.314118,0.09527628,222.69092,329.00504,17.917286,-55.129288,0.15843932,-0.99925643,225.79329,pop
2.0550873,-17.308365,0.09526843,271.38818,299.91592,24.405659,-117.21979,0.13104615,5.020604,197.85606,pop
15.309576,15.650389,0.092829555,138.36717,121.85449,37.105312,-368.62192,0.038803473,-1.7928164,122.416435,jazz
10.365581,19.957312,0.08905028,86.303856,110.90079,29.003643,-168.77715,0.104341514,1.7473855,71.72999,rock
10.663721,-3.0810475,0.083172224,118.567276,243.23999,15.765909,-143.27945,0.110288665,3.1496906,61.961063,rock
3.872527,-2.1356614,0.080393896,79.31551,78.40623,35.612297,-125.30785,0.06913968,-5.393728,36.189228,jazz
35.341885,-2.964236,0.0920804,196.54329,208.27002,42.521523,-156.15533,0.10975392,-2.8862882,123.89834,rock
19.907995,-50.943424,0.081867464,91.66958,135.31522,42.827156,-130.27667,0.089518376,-10.824229,84.28435,rock
-2.105584,-12.763923,0.092638075,100.663055,144.87437,30.3637,-257.64014,0.0669526,-6.1795936,81.29948,jazz
20.110346,-36.35733,0.08891391,82.74771,205.13992,46.2619,-190.53123,0.091693476,-2.28677,106.1502,jazz
25.828318,-37.194965,0.07640268,92.65603,80.48296,44.80505,-72.60659,0.12124624,-0.6760609,64.91737,rock
3.2417052,-16.747768,0.08891828,79.34665,222.37016,27.366718,-176.21313,0.09171953,-0.9559368,99.26767,jazz
